"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"Southbound Deerfoot Trail and Glenmore Trail SE","Two vehicle incident.","2018/06/13 07:52:00 AM","2018/06/13 07:54:00 AM","SE","-114.0391731","50.99415668","1","2018061307525350.9941566757218-114.039173086226","POINT (-114.0391731 50.99415668)"
"Westbound McKnight Blvd approaching Edmonton Trail NE","Stalled vehicle.","2018/06/13 06:40:00 AM","2018/06/13 06:43:00 AM","NE","-114.0540535","51.09574255","1","2018061306405551.095742549064-114.054053543875","POINT (-114.0540535 51.09574255)"
"Northbound Macleod Trail and 86 Avenue  SE","Two vehicle incident.","2018/06/12 06:32:00 PM","2018/06/12 06:41:00 PM","SE","-114.0716929","50.97590718","1","2018061218323550.9759071805882-114.071692939683","POINT (-114.0716929 50.97590718)"
"Centre Street and 17 Avenue SE","Two vehicle incident.","2018/06/12 06:03:00 PM","2018/06/12 06:18:00 PM","SE","-114.0635586","51.03783223","1","2018061218032851.0378322336064-114.063558588776","POINT (-114.0635586 51.03783223)"
"Deerfoot Trail and Douglasdale Boulevard SE","Two vehicle incident.","2018/06/12 05:38:00 PM","2018/06/12 06:33:00 PM","SE","-114.0053038","50.94674131","1","2018061217382150.9467413147404-114.005303753851","POINT (-114.0053038 50.94674131)"
"Northbound Deerfoot Trail approaching 17 Avenue SE","Two vehicle incident. Blocking the left lane","2018/06/12 05:31:00 PM","2018/06/12 05:34:00 PM","SE","-114.008612","51.03703509","1","2018061217315451.0370350874538-114.008611991531","POINT (-114.008612 51.03703509)"
"Northbound Deerfoot Trail approaching 17 Avenue SE","Two vehicle incident. Moved to right hand shoulder","2018/06/12 05:31:00 PM","2018/06/12 05:41:00 PM","SE","-113.9991451","51.0342039","1","2018061217315451.0342039009672-113.999145126578","POINT (-113.9991451 51.0342039)"
"Southbound Blackfoot Trail and Manhattan Road SE","Two vehicle incident.","2018/06/12 05:02:00 PM","2018/06/12 05:34:00 PM","SE","-114.0487641","51.01135532","1","2018061217024851.0113553157386-114.048764119371","POINT (-114.0487641 51.01135532)"
"Southbound Stoney Trail and 16 Avenue NE","Two vehicle incident. Blocking the left lane","2018/06/12 04:58:00 PM","2018/06/12 06:18:00 PM","NE","-113.9209343","51.06959361","1","2018061216583951.0695936141284-113.920934255966","POINT (-113.9209343 51.06959361)"
"Rossmere Road and Bow Trail SW","Multi-vehicle incident.","2018/06/12 04:45:00 PM","2018/06/12 05:34:00 PM","SW","-114.1492639","51.04765406","1","2018061216450751.0476540642127-114.149263855492","POINT (-114.1492639 51.04765406)"
"Northbound 52 Street past 17 Avenue SE","Two vehicle incident. Blocking the left lane","2018/06/12 04:39:00 PM","2018/06/12 04:46:00 PM","SE","-113.9583978","51.03866647","1","2018061216393151.0386664711046-113.958397771524","POINT (-113.9583978 51.03866647)"
"Memorial Drive and 10 Street NW","Overhead lane reversal lights are out, crews have been dispatched.","2018/06/12 04:17:00 PM","2018/06/12 06:04:00 PM","NW","-114.0858603","51.05196099","1","2018061216175351.0519609880605-114.085860347592","POINT (-114.0858603 51.05196099)"
"Southbound 14 Street approaching Anderson Road SW","Multi-vehicle incident. Blocking the right lane","2018/06/12 04:04:00 PM","2018/06/12 05:04:00 PM","SW","-114.0949205","50.95244497","1","2018061216044250.9524449709281-114.094920499796","POINT (-114.0949205 50.95244497)"
"Southbound 14 Street approaching Anderson Road SW","Multi-vehicle incident. Moved to right hand shoulder","2018/06/12 04:04:00 PM","2018/06/12 06:04:00 PM","SW","-114.0948999","50.95289017","1","2018061216044250.9528901664151-114.094899915546","POINT (-114.0948999 50.95289017)"
"12 Avenue and 1 Street SE","Two vehicle incident.","2018/06/12 04:00:00 PM","2018/06/12 04:14:00 PM","SE","-114.0608654","51.04135756","1","2018061216000151.0413575562084-114.060865354694","POINT (-114.0608654 51.04135756)"
"Eastbound Glenmore Trail between Crowchild Trail and 14 Street SW","Two vehicle incident. Blocking the left lane","2018/06/12 03:51:00 PM","2018/06/12 04:01:00 PM","SW","-114.1052083","50.9974751","1","2018061215512950.9974750963298-114.105208303909","POINT (-114.1052083 50.9974751)"
"Eastbound Glenmore Trail between Crowchild Trail and 14 Street SW","Two vehicle incident. Blocking the right lane","2018/06/12 03:51:00 PM","2018/06/12 05:55:00 PM","SW","-114.1076404","50.99810999","1","2018061215512950.9981099887065-114.107640449564","POINT (-114.1076404 50.99810999)"
"Eastbound Glenmore Trail between Crowchild Trail and 14 Street SW","Two vehicle incident.","2018/06/12 03:51:00 PM","2018/06/12 04:14:00 PM","SW","-114.1043289","50.99711548","1","2018061215512950.9971154833979-114.104328937935","POINT (-114.1043289 50.99711548)"
"Eastbound Glenmore Trail approaching Blackfoot Trail SE","Stalled vehicle. Blokcing the middle lane","2018/06/12 02:49:00 PM","2018/06/12 02:53:00 PM","SE","-114.0576682","50.99378663","1","2018061214495450.9937866313031-114.057668209198","POINT (-114.0576682 50.99378663)"
"Eastbound Glenmore Trail approaching Blackfoot Trail SE","Stalled vehicle.  Blocking the middle lane","2018/06/12 02:49:00 PM","2018/06/12 03:02:00 PM","SE","-114.0569118","50.99398109","1","2018061214495450.9939810922884-114.056911752152","POINT (-114.0569118 50.99398109)"
"31 Street and Radisson Drive SE","Multi-vehicle incident.","2018/06/12 01:20:00 PM","2018/06/12 01:22:00 PM","SE","-113.987218","51.03758146","1","2018061213204851.0375814620531-113.987218028795","POINT (-113.987218 51.03758146)"
"19 Street and 16 Avenue NE","Two vehicle incident.","2018/06/12 01:10:00 PM","2018/06/12 02:01:00 PM","NE","-114.0140245","51.06703731","1","2018061213103651.0670373103186-114.01402450449","POINT (-114.0140245 51.06703731)"
"Westbound 16 Avenue approaching 36 Street NE","Two vehicle incident.","2018/06/12 10:06:00 AM","2018/06/12 10:12:00 AM","NE","-113.9892191","51.06708566","1","2018061210061651.0670856594428-113.989219053116","POINT (-113.9892191 51.06708566)"
"Southbound Metis Trail and 104 Avenue NE","Single vehicle incident.","2018/06/12 09:22:00 AM","2018/06/12 09:24:00 AM","NE","-113.9709178","51.14726902","1","2018061209221251.1472690198369-113.970917798716","POINT (-113.9709178 51.14726902)"
"Southbound Deerfoot Trail and Memorial Drive SE","Two vehicle incident. Two right lanes blocked","2018/06/12 08:06:00 AM","2018/06/12 08:10:00 AM","SE","-114.0194343","51.04885988","1","2018061208065451.0488598764172-114.019434255636","POINT (-114.0194343 51.04885988)"
"162 Avenue and James Mckevitt Road SW","Two vehicle incident.","2018/06/12 07:56:00 AM","2018/06/12 08:10:00 AM","SW","-114.0995345","50.90533739","1","2018061207563550.905337391134-114.099534530743","POINT (-114.0995345 50.90533739)"
"Rundlewood Drive and Rundlehorn Lane NE","Two vehicle incident.","2018/06/11 08:26:00 PM","2018/06/11 08:27:00 PM","NE","-113.9619834","51.07330857","1","2018061120262151.0733085743642-113.961983442797","POINT (-113.9619834 51.07330857)"
"Westbound 16 Avenue and 14 Street NW","Two vehicle incident.","2018/06/11 08:02:00 PM","2018/06/11 08:27:00 PM","NW","-114.0960372","51.06701776","1","2018061120020851.0670177605415-114.096037227896","POINT (-114.0960372 51.06701776)"
"64 Avenue and 4 Street NW","Single vehicle incident.","2018/06/11 06:46:00 PM","2018/06/11 08:27:00 PM","NW","-114.0715556","51.1103317","1","2018061118463851.1103317012502-114.071555553265","POINT (-114.0715556 51.1103317)"
"62 Avenue and Lynnview Road SE","There is an incident involving a pedestrian.","2018/06/11 06:21:00 PM","2018/06/11 08:27:00 PM","NW","-114.0208939","50.99774606","1","2018061118214250.9977460607547-114.02089393371","POINT (-114.0208939 50.99774606)"
"Falconridge Boulevard and 64 Avenue NE","Two vehicle incident.","2018/06/11 05:14:00 PM","2018/06/11 05:15:00 PM","NE","-113.9473403","51.11068937","1","2018061117143551.1106893662139-113.947340262316","POINT (-113.9473403 51.11068937)"
"Southbound Macleod Trail approaching Southland Drive SW","Stalled vehicle. Blokcing the left lane","2018/06/11 04:34:00 PM","2018/06/11 04:36:00 PM","SW","-114.0717629","50.96634904","1","2018061116343750.9663490409145-114.071762934356","POINT (-114.0717629 50.96634904)"
"18 Street and 76 Avenue SE","Two vehicle incident.","2018/06/11 04:25:00 PM","2018/06/11 04:36:00 PM","SE","-114.015949","50.98504819","1","2018061116250250.9850481864403-114.015948992051","POINT (-114.015949 50.98504819)"
"Westbound Glenmore Trail at Crowchild Trail SW","Stalled vehicle. Blokcing the left lane","2018/06/11 03:57:00 PM","2018/06/11 04:25:00 PM","SW","-114.1181272","51.00036861","1","2018061115575951.0003686145296-114.118127214662","POINT (-114.1181272 51.00036861)"
"Southbound Macleod Trail approaching Stoney Trail SE","Multi-vehicle incident.","2018/06/11 02:21:00 PM","2018/06/11 02:22:00 PM","SE","-114.0595386","50.90022418","1","2018061114212350.9002241814074-114.059538600608","POINT (-114.0595386 50.90022418)"
"44 Street and 16 Avenue SE","Two vehicle incident.","2018/06/11 12:05:00 PM","2018/06/11 12:06:00 PM","SE","-113.9700122","51.03939307","1","2018061112052751.0393930732211-113.970012207609","POINT (-113.9700122 51.03939307)"
"Deerfoot Trail and Stoney Trail SE","Single vehicle incident.","2018/06/11 10:50:00 AM","2018/06/11 10:51:00 AM","SE","-113.9806426","50.89743037","1","2018061110502750.897430373321-113.980642630109","POINT (-113.9806426 50.89743037)"
"Deerfoot Trail and Memorial Drive SE","Two vehicle incident.","2018/06/11 10:27:00 AM","2018/06/11 10:51:00 AM","SE","-114.0171825","51.04985809","1","2018061110275951.0498580887074-114.017182529215","POINT (-114.0171825 51.04985809)"
"16 Avenue and 19 Street NE","Two vehicle incident.","2018/06/11 09:38:00 AM","2018/06/11 10:29:00 AM","NE","-114.0140245","51.06703731","1","2018061109384851.0670373103186-114.01402450449","POINT (-114.0140245 51.06703731)"
"Glenmore Trail at Stoney Trail SE","Single vehicle incident. On exit from EB to SB","2018/06/11 08:52:00 AM","2018/06/11 12:31:00 PM","SE","-113.9215169","50.97599487","1","2018061108520350.9759948720371-113.921516930505","POINT (-113.9215169 50.97599487)"
"17 Avenue and 14 Street SW","Two vehicle incident.","2018/06/11 08:34:00 AM","2018/06/11 08:53:00 AM","NW","-114.09471","51.03782418","1","2018061108345251.0378241762423-114.094709998213","POINT (-114.09471 51.03782418)"
"19 Street and Kensington Road NW","Two vehicle incident. Blocking the EB lanes.","2018/06/11 08:29:00 AM","2018/06/11 08:53:00 AM","NW","-114.1055603","51.05249925","1","2018061108295251.0524992533322-114.105560279958","POINT (-114.1055603 51.05249925)"
"Eastbound Country Hills Boulevard and 14 Street NW","Two vehicle incident.","2018/06/11 08:08:00 AM","2018/06/11 08:35:00 AM","NW","-114.1080902","51.14316803","1","2018061108080951.1431680326442-114.108090217982","POINT (-114.1080902 51.14316803)"
"5 Avenue and 1 Street SW","Two vehicle incident.","2018/06/11 04:25:00 AM","2018/06/11 04:27:00 AM","SW","-114.0653004","51.04845921","1","2018061104254951.0484592098344-114.065300375168","POINT (-114.0653004 51.04845921)"
"Southbound Crowchild Trail and 32 Avenue NW","Single vehicle incident.","2018/06/11 12:05:00 AM","2018/06/11 04:45:00 AM","NW","-114.1271389","51.08221922","1","2018061100051051.0822192162334-114.127138893996","POINT (-114.1271389 51.08221922)"
"Centre Street and Beddington Boulevard NE","Single vehicle incident.","2018/06/10 06:25:00 PM","2018/06/10 06:26:00 PM","NE","-114.0713497","51.1251327","1","2018061018252351.1251326996533-114.071349710231","POINT (-114.0713497 51.1251327)"
"68 Street and 8 Avenue NE","Two vehicle incident.","2018/06/10 06:11:00 PM","2018/06/10 06:26:00 PM","NE","-113.9355518","51.05964505","1","2018061018114151.0596450517973-113.935551786581","POINT (-113.9355518 51.05964505)"
"Westbound Rundlehorn Drive and 36 Street NE","Single vehicle incident.","2018/06/10 02:37:00 PM","2018/06/10 02:54:00 PM","NW","-113.9814928","51.07143256","1","2018061014374151.0714325576464-113.981492755344","POINT (-113.9814928 51.07143256)"
"Northbound Deerfoot Trail and 32 Avenue NE","Two vehicle incident.","2018/06/10 02:32:00 PM","2018/06/10 02:54:00 PM","NW","-114.0380323","51.08663649","1","2018061014323151.0866364874556-114.038032334448","POINT (-114.0380323 51.08663649)"
"Country Hills Boulevard and Panorama Hills Way NW","Traffic signals are flashing red. crews have been dispatched.","2018/06/10 02:04:00 PM","2018/06/10 04:03:00 PM","NW","-114.0693934","51.15166737","1","2018061014043251.1516673696794-114.069393381155","POINT (-114.0693934 51.15166737)"
"Northbound Deerfoot Trail north of McKnight Boulevard NE","Multi-vehicle incident. moved to right shoulder lane","2018/06/10 01:59:00 PM","2018/06/10 03:36:00 PM","NE","-114.0478139","51.09614755","1","2018061013592351.0961475541505-114.047813927993","POINT (-114.0478139 51.09614755)"
"Westbound Crowchild Trail approaching Shaganappi Trail NW","Two vehicle incident.","2018/06/10 01:16:00 PM","2018/06/10 02:38:00 PM","NW","-114.1527345","51.10019444","1","2018061013165651.1001944351718-114.152734549261","POINT (-114.1527345 51.10019444)"
"Macleod Trail at Stoney Trail SE","Two vehicle incident.","2018/06/10 12:29:00 PM","2018/06/10 12:38:00 PM","SE","-114.0583629","50.89931023","1","2018061012291350.8993102265814-114.058362895593","POINT (-114.0583629 50.89931023)"
"Westbound Trans Canada HI Way at Sarcee Trail NW","Two vehicle incident.","2018/06/10 12:07:00 PM","2018/06/10 12:38:00 PM","NW","-114.1946824","51.08176595","1","2018061012074251.0817659469752-114.194682419543","POINT (-114.1946824 51.08176595)"
"15 Street at 42 Avenue SE","Due to flood, the road is closed on 15 St btw 42 Ave and 46 Ave SE until 5 PM June 10. Please use alt route.","2018/06/10 10:58:00 AM","2018/06/10 12:34:00 PM","SE","-114.0250542","51.01542052","1","2018061010582651.0154205227189-114.025054231573","POINT (-114.0250542 51.01542052)"
"Northbound Deerfoot Trail approaching Calfrobe Bridge SE","the right lane is flooded. Please reduce speed and keep left.","2018/06/10 09:29:00 AM","2018/06/10 11:35:00 AM","SE","-114.0228791","51.00856347","1","2018061009291351.008563471837-114.022879050916","POINT (-114.0228791 51.00856347)"
"24 Avenue and 2 Street SW","Two vehicle incident.","2018/06/10 02:45:00 AM","2018/06/10 03:07:00 AM","SW","-114.0689601","51.03146083","1","2018061002454951.0314608324083-114.068960094048","POINT (-114.0689601 51.03146083)"
"8 Street and 12 Avenue SW","Two vehicle incident.","2018/06/10 02:42:00 AM","2018/06/10 03:07:00 AM","SW","-114.0815237","51.04194018","1","2018061002424851.0419401829678-114.081523679407","POINT (-114.0815237 51.04194018)"
"Northbound Metis Trail and Mcknight Trail NE","Two vehicle incident.","2018/06/10 02:12:00 AM","2018/06/10 02:47:00 AM","NE","-113.989607","51.09556877","1","2018061002125551.0955687653163-113.989607026833","POINT (-113.989607 51.09556877)"
"Westbound Stoney Trail and  Deerfoot Trail","Single vehicle incident.","2018/06/10 01:53:00 AM","2018/06/10 01:55:00 AM","NE","-114.0153985","51.17615173","1","2018061001534651.1761517268222-114.015398455209","POINT (-114.0153985 51.17615173)"
"Westbound 16 Avenue and Stoney Trail NE","Single vehicle incident.","2018/06/10 01:51:00 AM","2018/06/10 02:17:00 AM","NE","-113.9297317","51.06703025","1","2018061001513051.0670302472081-113.929731671065","POINT (-113.9297317 51.06703025)"
"8 Street and 19 Avenue SW","Two vehicle incident.","2018/06/09 10:23:00 PM","2018/06/09 10:24:00 PM","SW","-114.0818187","51.03603488","1","2018060922231551.0360348837628-114.081818722638","POINT (-114.0818187 51.03603488)"
"5 Avenue and 1 Street SW","Two vehicle incident.","2018/06/09 08:07:00 PM","2018/06/09 08:29:00 PM","SW","-114.0653004","51.04845921","1","2018060920074051.0484592098344-114.065300375168","POINT (-114.0653004 51.04845921)"
"19 Street and Westmount Boulevard NW","Single vehicle incident.","2018/06/09 07:00:00 PM","2018/06/09 08:10:00 PM","NW","-114.1055457","51.04941831","1","2018060919002851.0494183073846-114.105545717584","POINT (-114.1055457 51.04941831)"
"Westbound 16 Avenue at 14 Street NW","Two vehicle incident. Blocking the left lane.","2018/06/09 06:13:00 PM","2018/06/09 06:14:00 PM","NW","-114.0954706","51.06699135","1","2018060918132551.0669913454595-114.095470612013","POINT (-114.0954706 51.06699135)"
"Westbound 16 Avenue at 14 Street NW","Two vehicle incident. The right lanes have reopened.","2018/06/09 06:13:00 PM","2018/06/09 07:01:00 PM","NW","-114.0960372","51.06701776","1","2018060918132551.0670177605415-114.096037227896","POINT (-114.0960372 51.06701776)"
"36 Street and Airport Trail NE","Multi-vehicle incident.","2018/06/09 03:21:00 PM","2018/06/09 03:49:00 PM","NE","-113.9818754","51.13913845","1","2018060915213151.1391384470312-113.981875384164","POINT (-113.9818754 51.13913845)"
"58 Avenue and 2 Street SE","Two vehicle incident.","2018/06/09 03:02:00 PM","2018/06/09 03:12:00 PM","NW","-114.0600118","51.00138202","1","2018060915025951.0013820177594-114.060011765408","POINT (-114.0600118 51.00138202)"
"Northbound Macleod Trail approaching Lake Fraser Gate SW","Multi-vehicle incident. Blocking the right lane.","2018/06/09 02:57:00 PM","2018/06/09 04:04:00 PM","SW","-114.0685823","50.93577152","1","2018060914573750.9357715175801-114.068582305579","POINT (-114.0685823 50.93577152)"
